Order Date;Customer Name;City;Product Name;Unit Price;Quantity;Discount (%);Subtotal;Discount Amount;Total Sales;Shipping Fee;Grand Total;Payment Method;Order Status;Platform;Customer Rating;Size;Material;Gender
18/11/2025 11:51;Zahra Setiawan;Kendari;Jaket Bomber;473.000;1;0;473.000;0;473.000;27.000;2.313.000;Transfer Bank;Completed;FashionKita;5;XL;Nylon;Pria
18/11/2025 11:51;Zahra Setiawan;Kendari;Hijab;111.000;3;0;333.000;0;333.000;27.000;2.313.000;Transfer Bank;Completed;FashionKita;5;L;Polyester;Wanita
20/12/2025 15:59;Yani Ramadhani;Medan;Jaket Denim;584.000;1;0;584.000;0;584.000;20.000;918.000;COD;Returned;Toko Fashion App;5;XXL;Cotton;Pria
20/12/2025 15:59;Yani Ramadhani;Medan;Rok Midi;175.000;1;0;175.000;0;175.000;20.000;918.000;COD;Returned;Toko Fashion App;5;M;Twill;Wanita
20/12/2025 15:59;Yani Ramadhani;Medan;Kaos Panjang;139.000;1;0;139.000;0;139.000;20.000;918.000;COD;Returned;Toko Fashion App;5;S;Jersey;Pria
27/06/2025 10:31;Bella Rahmawati;Palu;Celana Chino;204.000;1;0;204.000;0;204.000;27.000;1.494.000;COD;Shipped;FashionKita;3;XL;Katun;Pria
27/06/2025 10:31;Bella Rahmawati;Palu;Hijab;55.000;2;0;110.000;0;110.000;27.000;1.494.000;COD;Shipped;FashionKita;3;M;Polyester;Wanita
27/06/2025 10:31;Bella Rahmawati;Palu;Cardigan;268.000;2;0;536.000;0;536.000;27.000;1.494.000;COD;Shipped;FashionKita;3;XL;Knitted;Wanita
27/06/2025 10:31;Bella Rahmawati;Palu;Dress Formal;617.000;1;0;617.000;0;617.000;27.000;1.494.000;COD;Shipped;FashionKita;3;XL;Satin;Wanita
31/10/2025 17:57;Fitri Puspita;Jayapura;Gamis;721.000;2;0;1.442.000;0;1.442.000;24.000;2.346.000;e-Wallet;Shipped;StyleMart;4;L;Sutra;Wanita
31/10/2025 17:57;Fitri Puspita;Jayapura;Dress Casual;240.000;1;0;240.000;0;240.000;24.000;2.346.000;e-Wallet;Shipped;StyleMart;4;L;Rayon;Wanita
31/10/2025 17:57;Fitri Puspita;Jayapura;Celana Jeans;320.000;2;0;640.000;0;640.000;24.000;2.346.000;e-Wallet;Shipped;StyleMart;4;XXL;Katun;Pria
30/05/2025 11:20;Vina Kurniawan;Ambon;Jaket Bomber;452.000;1;0;452.000;0;452.000;24.000;1.970.000;COD;Completed;FashionKita;3;L;Scuba;Pria
30/05/2025 11:20;Vina Kurniawan;Ambon;Celana Pendek;168.000;4;0;672.000;0;672.000;24.000;1.970.000;COD;Completed;FashionKita;3;XL;Katun;Pria
30/05/2025 11:20;Vina Kurniawan;Ambon;Jaket Denim;411.000;2;0;822.000;0;822.000;24.000;1.970.000;COD;Completed;FashionKita;3;XL;Denim;Pria
26/08/2025 19:22;Arif Fauziah;Mataram;Dress Casual;427.000;1;0;427.000;0;427.000;22.000;1.249.000;COD;Completed;Toko Fashion App;2;L;Rayon;Wanita
26/08/2025 19:22;Arif Fauziah;Mataram;Cardigan;400.000;2;0;800.000;0;800.000;22.000;1.249.000;COD;Completed;Toko Fashion App;2;L;Knitted;Wanita
30/06/2025 17:10;Rizky Budiman;Gorontalo;Jaket Denim;546.000;1;0;546.000;0;546.000;24.000;1.638.000;COD;Shipped;Toko Fashion App;1;XXL;Denim;Pria
30/06/2025 17:10;Rizky Budiman;Gorontalo;Gamis;532.000;1;0;532.000;0;532.000;24.000;1.638.000;COD;Shipped;Toko Fashion App;1;XL;Woolpeach;Wanita
30/06/2025 17:10;Rizky Budiman;Gorontalo;Blouse;268.000;2;0;536.000;0;536.000;24.000;1.638.000;COD;Shipped;Toko Fashion App;1;L;Satin;Wanita
09/01/2025 16:26;Putri Puspita;Pangkalpinang;Celana Pendek;131.000;3;0;393.000;0;393.000;27.000;2.038.000;Kartu Kredit;Completed;StyleMart;1;M;Jersey;Pria
09/01/2025 16:26;Putri Puspita;Pangkalpinang;Blouse;288.000;2;0;576.000;0;576.000;27.000;2.038.000;Kartu Kredit;Completed;StyleMart;1;XXL;Satin;Wanita
09/01/2025 16:26;Putri Puspita;Pangkalpinang;Sweater;326.000;2;0;652.000;0;652.000;27.000;2.038.000;Kartu Kredit;Completed;StyleMart;1;M;Acrylic;Pria
09/01/2025 16:26;Putri Puspita;Pangkalpinang;Dress Formal;390.000;1;0;390.000;0;390.000;27.000;2.038.000;Kartu Kredit;Completed;StyleMart;1;M;Sutra;Wanita
03/07/2025 13:39;Eka Kusuma;Semarang;Jaket Bomber;252.000;2;0;504.000;0;504.000;17.000;681.000;COD;Completed;OutfitNow;2;XXL;Polyester;Pria
03/07/2025 13:39;Eka Kusuma;Semarang;Kaos Polo;160.000;1;0;160.000;0;160.000;17.000;681.000;COD;Completed;OutfitNow;2;L;Polyester;Pria
13/03/2025 18:05;Yani Wijaya;Bandung;Blouse;189.000;1;0;189.000;0;189.000;22.000;1.315.000;e-Wallet;Cancelled;StyleMart;5;XL;Satin;Wanita
13/03/2025 18:05;Yani Wijaya;Bandung;Celana Jeans;552.000;2;0;1.104.000;0;1.104.000;22.000;1.315.000;e-Wallet;Cancelled;StyleMart;5;XXL;Katun;Pria
14/06/2025 13:54;Qori Syahputra;Bandung;Kaos Polo;252.000;3;0;756.000;0;756.000;22.000;1.342.000;e-Wallet;Completed;OutfitNow;2;M;Polyester;Pria
14/06/2025 13:54;Qori Syahputra;Bandung;Jaket Denim;282.000;2;0;564.000;0;564.000;22.000;1.342.000;e-Wallet;Completed;OutfitNow;2;L;Denim;Pria
10/10/2025 09:30;Ani Budiman;Mamuju;Cardigan;386.000;1;10;386.000;38.600;347.400;24.000;1.087.800;e-Wallet;Completed;OutfitNow;2;XXL;Wool;Wanita
10/10/2025 09:30;Ani Budiman;Mamuju;Gamis;472.000;1;10;472.000;47.200;424.800;24.000;1.087.800;e-Wallet;Completed;OutfitNow;2;XL;Woolpeach;Wanita
10/10/2025 09:30;Ani Budiman;Mamuju;Legging;108.000;3;10;324.000;32.400;291.600;24.000;1.087.800;e-Wallet;Completed;OutfitNow;2;XL;Polyester;Wanita
19/10/2025 15:20;Erna Santoso;Ambon;Celana Pendek;243.000;1;0;243.000;0;243.000;17.000;851.000;Transfer Bank;Completed;Toko Fashion App;1;XXL;Jersey;Pria
19/10/2025 15:20;Erna Santoso;Ambon;Legging;197.000;3;0;591.000;0;591.000;17.000;851.000;Transfer Bank;Completed;Toko Fashion App;1;M;Spandex;Wanita
28/11/2025 12:38;Bella Rahmawati;Jakarta;Dress Casual;435.000;2;0;870.000;0;870.000;24.000;1.930.000;e-Wallet;Pending;StyleMart;5;XXL;Viscose;Wanita
28/11/2025 12:38;Bella Rahmawati;Jakarta;Kemeja Formal;321.000;2;0;642.000;0;642.000;24.000;1.930.000;e-Wallet;Pending;StyleMart;5;M;Katun Oxford;Pria
28/11/2025 12:38;Bella Rahmawati;Jakarta;Sweater;394.000;1;0;394.000;0;394.000;24.000;1.930.000;e-Wallet;Pending;StyleMart;5;XL;Wool;Pria
20/06/2025 21:43;Budi Wijaya;Banjarbaru;Gamis;703.000;1;0;703.000;0;703.000;22.000;1.031.000;e-Wallet;Completed;FashionKita;5;XXL;Woolpeach;Wanita
20/06/2025 21:43;Budi Wijaya;Banjarbaru;Kemeja Formal;306.000;1;0;306.000;0;306.000;22.000;1.031.000;e-Wallet;Completed;FashionKita;5;S;Linen;Pria
08/08/2025 17:21;Kartika Santoso;Wamena;Dress Formal;732.000;1;10;732.000;73.200;658.800;27.000;1.985.400;e-Wallet;Cancelled;OutfitNow;3;L;Silk Blend;Wanita
08/08/2025 17:21;Kartika Santoso;Wamena;Gamis;695.000;1;10;695.000;69.500;625.500;27.000;1.985.400;e-Wallet;Cancelled;OutfitNow;3;S;Satin;Wanita
08/08/2025 17:21;Kartika Santoso;Wamena;Sweater;449.000;1;10;449.000;44.900;404.100;27.000;1.985.400;e-Wallet;Cancelled;OutfitNow;3;XXL;Wool;Pria
08/08/2025 17:21;Kartika Santoso;Wamena;Kaos Polo;150.000;2;10;300.000;30.000;270.000;27.000;1.985.400;e-Wallet;Cancelled;OutfitNow;3;L;Lacoste Cotton;Pria
29/06/2025 16:03;Ani Hidayat;Jayapura;Jaket Bomber;427.000;2;0;854.000;0;854.000;27.000;2.437.000;COD;Completed;FashionKita;5;S;Nylon;Pria
29/06/2025 16:03;Ani Hidayat;Jayapura;Hoodie;229.000;2;0;458.000;0;458.000;27.000;2.437.000;COD;Completed;FashionKita;5;XXL;Polyester;Pria
29/06/2025 16:03;Ani Hidayat;Jayapura;Blouse;243.000;2;0;486.000;0;486.000;27.000;2.437.000;COD;Completed;FashionKita;5;M;Rayon;Wanita
29/06/2025 16:03;Ani Hidayat;Jayapura;Kemeja Casual;204.000;3;0;612.000;0;612.000;27.000;2.437.000;COD;Completed;FashionKita;5;XL;Katun;Pria
14/02/2025 11:16;Eka Maulana;Makassar;Hoodie;204.000;1;0;204.000;0;204.000;27.000;1.353.000;Kartu Kredit;Completed;Toko Fashion App;4;XL;Cotton Combed;Pria
14/02/2025 11:16;Eka Maulana;Makassar;Kaos Polo;221.000;2;0;442.000;0;442.000;27.000;1.353.000;Kartu Kredit;Completed;Toko Fashion App;4;L;Polyester;Pria
14/02/2025 11:16;Eka Maulana;Makassar;Kemeja Casual;234.000;2;0;468.000;0;468.000;27.000;1.353.000;Kartu Kredit;Completed;Toko Fashion App;4;S;Katun;Pria
14/02/2025 11:16;Eka Maulana;Makassar;Cardigan;212.000;1;0;212.000;0;212.000;27.000;1.353.000;Kartu Kredit;Completed;Toko Fashion App;4;M;Acrylic;Wanita
22/08/2025 14:45;Wahyu Fauziah;Bengkulu;Celana Pendek;169.000;4;0;676.000;0;676.000;24.000;1.864.000;Transfer Bank;Completed;Toko Fashion App;5;S;Katun;Pria
22/08/2025 14:45;Wahyu Fauziah;Bengkulu;Blouse;296.000;3;0;888.000;0;888.000;24.000;1.864.000;Transfer Bank;Completed;Toko Fashion App;5;XL;Satin;Wanita
22/08/2025 14:45;Wahyu Fauziah;Bengkulu;Hijab;92.000;3;0;276.000;0;276.000;24.000;1.864.000;Transfer Bank;Completed;Toko Fashion App;5;S;Voal;Wanita
02/01/2025 11:57;Vina Hidayat;Tanjungpinang;Cardigan;336.000;2;0;672.000;0;672.000;27.000;2.549.000;e-Wallet;Completed;StyleMart;3;S;Wool;Wanita
02/01/2025 11:57;Vina Hidayat;Tanjungpinang;Jaket Denim;577.000;2;0;1.154.000;0;1.154.000;27.000;2.549.000;e-Wallet;Completed;StyleMart;3;L;Chambray;Pria
02/01/2025 11:57;Vina Hidayat;Tanjungpinang;Kemeja Casual;273.000;1;0;273.000;0;273.000;27.000;2.549.000;e-Wallet;Completed;StyleMart;3;XXL;Chambray;Pria
02/01/2025 11:57;Vina Hidayat;Tanjungpinang;Kaos Panjang;141.000;3;0;423.000;0;423.000;27.000;2.549.000;e-Wallet;Completed;StyleMart;3;M;Jersey;Pria
21/01/2025 09:37;Sari Syahputra;Ambon;Dress Casual;434.000;1;0;434.000;0;434.000;24.000;1.180.000;Kartu Kredit;Completed;StyleMart;1;XL;Viscose;Wanita
21/01/2025 09:37;Sari Syahputra;Ambon;Kaos Pendek;127.000;3;0;381.000;0;381.000;24.000;1.180.000;Kartu Kredit;Completed;StyleMart;1;S;Cotton Combed;Pria
21/01/2025 09:37;Sari Syahputra;Ambon;Dress Formal;341.000;1;0;341.000;0;341.000;24.000;1.180.000;Kartu Kredit;Completed;StyleMart;1;M;Satin;Wanita
23/03/2025 11:19;Kartika Utami;Jayapura;Legging;236.000;1;0;236.000;0;236.000;22.000;1.044.000;COD;Cancelled;StyleMart;1;L;Polyester;Wanita
23/03/2025 11:19;Kartika Utami;Jayapura;Dress Formal;786.000;1;0;786.000;0;786.000;22.000;1.044.000;COD;Cancelled;StyleMart;1;XXL;Sutra;Wanita
29/10/2025 15:31;Eka Ramadhani;Palu;Kaos Polo;207.000;2;0;414.000;0;414.000;17.000;489.000;Kartu Kredit;Completed;FashionKita;2;XXL;Katun Pique;Pria
29/10/2025 15:31;Eka Ramadhani;Palu;Hijab;58.000;1;0;58.000;0;58.000;17.000;489.000;Kartu Kredit;Completed;FashionKita;2;S;Voal;Wanita
07/01/2025 12:54;Qori Syahputra;Nabire;Blouse;228.000;3;0;684.000;0;684.000;17.000;945.000;e-Wallet;Shipped;FashionKita;4;XXL;Rayon;Wanita
07/01/2025 12:54;Qori Syahputra;Nabire;Hoodie;244.000;1;0;244.000;0;244.000;17.000;945.000;e-Wallet;Shipped;FashionKita;4;L;Polyester;Pria
20/06/2025 19:17;Bayu Fauziah;Palangka Raya;Rok Midi;398.000;1;0;398.000;0;398.000;27.000;2.804.000;e-Wallet;Returned;Toko Fashion App;5;M;Polyester;Wanita
20/06/2025 19:17;Bayu Fauziah;Palangka Raya;Gamis;668.000;2;0;1.336.000;0;1.336.000;27.000;2.804.000;e-Wallet;Returned;Toko Fashion App;5;L;Woolpeach;Wanita
20/06/2025 19:17;Bayu Fauziah;Palangka Raya;Dress Casual;404.000;2;0;808.000;0;808.000;27.000;2.804.000;e-Wallet;Returned;Toko Fashion App;5;XXL;Rayon;Wanita
20/06/2025 19:17;Bayu Fauziah;Palangka Raya;Jaket Bomber;235.000;1;0;235.000;0;235.000;27.000;2.804.000;e-Wallet;Returned;Toko Fashion App;5;L;Nylon;Pria
17/04/2025 19:06;Galih Saputra;Bandung;Rok Midi;290.000;2;0;580.000;0;580.000;24.000;1.550.000;Kartu Kredit;Completed;Toko Fashion App;4;XXL;Twill;Wanita
17/04/2025 19:06;Galih Saputra;Bandung;Cardigan;180.000;2;0;360.000;0;360.000;24.000;1.550.000;Kartu Kredit;Completed;Toko Fashion App;4;XL;Acrylic;Wanita
17/04/2025 19:06;Galih Saputra;Bandung;Kemeja Casual;293.000;2;0;586.000;0;586.000;24.000;1.550.000;Kartu Kredit;Completed;Toko Fashion App;4;XL;Chambray;Pria
19/04/2025 17:38;Yani Saputra;Wamena;Gamis;677.000;2;0;1.354.000;0;1.354.000;22.000;1.545.000;Transfer Bank;Completed;StyleMart;4;S;Satin;Wanita
19/04/2025 17:38;Yani Saputra;Wamena;Kaos Polo;169.000;1;0;169.000;0;169.000;22.000;1.545.000;Transfer Bank;Completed;StyleMart;4;L;Katun Pique;Pria
18/01/2025 19:41;Zahra Budiman;Merauke;Sweater;360.000;1;0;360.000;0;360.000;27.000;1.681.000;Kartu Kredit;Returned;StyleMart;1;XXL;Knitted;Pria
18/01/2025 19:41;Zahra Budiman;Merauke;Kaos Panjang;118.000;1;0;118.000;0;118.000;27.000;1.681.000;Kartu Kredit;Returned;StyleMart;1;L;Cotton Combed;Pria
18/01/2025 19:41;Zahra Budiman;Merauke;Kemeja Casual;325.000;2;0;650.000;0;650.000;27.000;1.681.000;Kartu Kredit;Returned;StyleMart;1;XL;Chambray;Pria
18/01/2025 19:41;Zahra Budiman;Merauke;Dress Formal;526.000;1;0;526.000;0;526.000;27.000;1.681.000;Kartu Kredit;Returned;StyleMart;1;M;Satin;Wanita
09/12/2025 10:52;Oka Kusuma;Semarang;Celana Chino;329.000;2;0;658.000;0;658.000;17.000;994.000;Transfer Bank;Completed;Toko Fashion App;3;XXL;Twill;Pria
09/12/2025 10:52;Oka Kusuma;Semarang;Sweater;319.000;1;0;319.000;0;319.000;17.000;994.000;Transfer Bank;Completed;Toko Fashion App;3;L;Acrylic;Pria
03/01/2025 16:39;Putri Ramadhani;Pontianak;Kaos Panjang;177.000;3;0;531.000;0;531.000;24.000;2.056.000;e-Wallet;Pending;StyleMart;1;M;Cotton Combed;Pria
03/01/2025 16:39;Putri Ramadhani;Pontianak;Celana Jeans;547.000;2;0;1.094.000;0;1.094.000;24.000;2.056.000;e-Wallet;Pending;StyleMart;1;M;Denim;Pria
03/01/2025 16:39;Putri Ramadhani;Pontianak;Cardigan;407.000;1;0;407.000;0;407.000;24.000;2.056.000;e-Wallet;Pending;StyleMart;1;XL;Wool;Wanita
13/06/2025 13:02;Zahra Kusuma;Ambon;Blouse;260.000;1;0;260.000;0;260.000;24.000;1.314.000;Transfer Bank;Completed;StyleMart;2;XL;Rayon;Wanita
13/06/2025 13:02;Zahra Kusuma;Ambon;Hijab;41.000;4;0;164.000;0;164.000;24.000;1.314.000;Transfer Bank;Completed;StyleMart;2;XXL;Voal;Wanita
13/06/2025 13:02;Zahra Kusuma;Ambon;Cardigan;433.000;2;0;866.000;0;866.000;24.000;1.314.000;Transfer Bank;Completed;StyleMart;2;M;Wool;Wanita
29/10/2025 09:40;Indra Puspita;Pekanbaru;Blouse;173.000;3;0;519.000;0;519.000;24.000;1.369.000;Kartu Kredit;Completed;FashionHub;4;S;Viscose;Wanita
29/10/2025 09:40;Indra Puspita;Pekanbaru;Kaos Panjang;131.000;2;0;262.000;0;262.000;24.000;1.369.000;Kartu Kredit;Completed;FashionHub;4;XL;Cotton Combed;Pria
29/10/2025 09:40;Indra Puspita;Pekanbaru;Celana Pendek;188.000;3;0;564.000;0;564.000;24.000;1.369.000;Kartu Kredit;Completed;FashionHub;4;XL;Jersey;Pria
18/07/2025 21:28;Vina Setiawan;Wamena;Jaket Bomber;479.000;2;0;958.000;0;958.000;27.000;3.442.000;Transfer Bank;Completed;FashionHub;1;S;Scuba;Pria
18/07/2025 21:28;Vina Setiawan;Wamena;Jaket Denim;390.000;1;0;390.000;0;390.000;27.000;3.442.000;Transfer Bank;Completed;FashionHub;1;L;Chambray;Pria
18/07/2025 21:28;Vina Setiawan;Wamena;Rok Midi;362.000;3;0;1.086.000;0;1.086.000;27.000;3.442.000;Transfer Bank;Completed;FashionHub;1;XXL;Katun;Wanita
18/07/2025 21:28;Vina Setiawan;Wamena;Kemeja Casual;327.000;3;0;981.000;0;981.000;27.000;3.442.000;Transfer Bank;Completed;FashionHub;1;L;Katun;Pria
21/11/2025 12:36;Dina Halim;Kendari;Legging;225.000;1;0;225.000;0;225.000;20.000;954.000;Transfer Bank;Completed;FashionKita;3;L;Nylon;Wanita
21/11/2025 12:36;Dina Halim;Kendari;Hijab;49.000;1;0;49.000;0;49.000;20.000;954.000;Transfer Bank;Completed;FashionKita;3;XXL;Voal;Wanita
21/11/2025 12:36;Dina Halim;Kendari;Celana Chino;330.000;2;0;660.000;0;660.000;20.000;954.000;Transfer Bank;Completed;FashionKita;3;S;Katun;Pria
02/03/2025 19:55;Dewi Puspita;Surabaya;Kaos Panjang;144.000;2;0;288.000;0;288.000;27.000;2.260.000;Kartu Kredit;Cancelled;OutfitNow;2;M;Cotton Combed;Pria
02/03/2025 19:55;Dewi Puspita;Surabaya;Jaket Denim;269.000;2;0;538.000;0;538.000;27.000;2.260.000;Kartu Kredit;Cancelled;OutfitNow;2;XXL;Chambray;Pria
02/03/2025 19:55;Dewi Puspita;Surabaya;Cardigan;437.000;2;0;874.000;0;874.000;27.000;2.260.000;Kartu Kredit;Cancelled;OutfitNow;2;XL;Wool;Wanita
02/03/2025 19:55;Dewi Puspita;Surabaya;Dress Formal;533.000;1;0;533.000;0;533.000;27.000;2.260.000;Kartu Kredit;Cancelled;OutfitNow;2;M;Sutra;Wanita
30/05/2025 18:50;Made Kusuma;Palembang;Hoodie;264.000;2;0;528.000;0;528.000;17.000;603.000;COD;Shipped;FashionHub;3;XL;Cotton Combed;Pria
30/05/2025 18:50;Made Kusuma;Palembang;Hijab;58.000;1;0;58.000;0;58.000;17.000;603.000;COD;Shipped;FashionHub;3;S;Voal;Wanita
26/12/2025 21:48;Tono Ananda;Sofifi;Hoodie;205.000;2;0;410.000;0;410.000;24.000;1.637.000;Transfer Bank;Completed;Toko Fashion App;2;XXL;Fleece;Pria
26/12/2025 21:48;Tono Ananda;Sofifi;Celana Pendek;157.000;1;0;157.000;0;157.000;24.000;1.637.000;Transfer Bank;Completed;Toko Fashion App;2;XL;Katun;Pria
26/12/2025 21:48;Tono Ananda;Sofifi;Jaket Denim;523.000;2;0;1.046.000;0;1.046.000;24.000;1.637.000;Transfer Bank;Completed;Toko Fashion App;2;L;Cotton;Pria
08/08/2025 19:29;Vina Maulana;Wamena;Jaket Bomber;324.000;2;10;648.000;64.800;583.200;24.000;1.831.200;e-Wallet;Completed;FashionHub;2;XXL;Polyester;Pria
08/08/2025 19:29;Vina Maulana;Wamena;Kemeja Casual;295.000;1;10;295.000;29.500;265.500;24.000;1.831.200;e-Wallet;Completed;FashionHub;2;XXL;Linen;Pria
08/08/2025 19:29;Vina Maulana;Wamena;Rok Midi;355.000;3;10;1.065.000;106.500;958.500;24.000;1.831.200;e-Wallet;Completed;FashionHub;2;L;Twill;Wanita
19/04/2025 19:29;Qori Utami;Yogyakarta;Kemeja Formal;251.000;1;0;251.000;0;251.000;27.000;2.066.000;e-Wallet;Completed;Toko Fashion App;4;XL;Linen;Pria
19/04/2025 19:29;Qori Utami;Yogyakarta;Hoodie;385.000;2;0;770.000;0;770.000;27.000;2.066.000;e-Wallet;Completed;Toko Fashion App;4;M;Fleece;Pria
19/04/2025 19:29;Qori Utami;Yogyakarta;Dress Casual;437.000;1;0;437.000;0;437.000;27.000;2.066.000;e-Wallet;Completed;Toko Fashion App;4;M;Katun;Wanita
19/04/2025 19:29;Qori Utami;Yogyakarta;Jaket Denim;581.000;1;0;581.000;0;581.000;27.000;2.066.000;e-Wallet;Completed;Toko Fashion App;4;XL;Denim;Pria
01/10/2025 19:00;Nanda Halim;Jakarta;Kaos Pendek;104.000;4;0;416.000;0;416.000;24.000;1.095.000;COD;Completed;StyleMart;4;M;Jersey;Pria
01/10/2025 19:00;Nanda Halim;Jakarta;Kaos Polo;159.000;1;0;159.000;0;159.000;24.000;1.095.000;COD;Completed;StyleMart;4;XL;Lacoste Cotton;Pria
01/10/2025 19:00;Nanda Halim;Jakarta;Kemeja Casual;248.000;2;0;496.000;0;496.000;24.000;1.095.000;COD;Completed;StyleMart;4;XXL;Linen;Pria
02/03/2025 10:28;Dewi Fauziah;Jayapura;Dress Formal;729.000;1;0;729.000;0;729.000;24.000;1.667.000;Transfer Bank;Completed;FashionHub;1;L;Satin;Wanita
02/03/2025 10:28;Dewi Fauziah;Jayapura;Celana Jeans;283.000;2;0;566.000;0;566.000;24.000;1.667.000;Transfer Bank;Completed;FashionHub;1;XXL;Katun;Pria
02/03/2025 10:28;Dewi Fauziah;Jayapura;Kemeja Formal;348.000;1;0;348.000;0;348.000;24.000;1.667.000;Transfer Bank;Completed;FashionHub;1;M;Katun Oxford;Pria
14/04/2025 21:44;Sari Syahputra;Sorong;Celana Jeans;504.000;1;0;504.000;0;504.000;24.000;1.025.000;e-Wallet;Completed;StyleMart;5;M;Katun;Pria
14/04/2025 21:44;Sari Syahputra;Sorong;Celana Chino;194.000;1;0;194.000;0;194.000;24.000;1.025.000;e-Wallet;Completed;StyleMart;5;XXL;Katun Twill;Pria
14/04/2025 21:44;Sari Syahputra;Sorong;Blouse;303.000;1;0;303.000;0;303.000;24.000;1.025.000;e-Wallet;Completed;StyleMart;5;M;Rayon;Wanita
28/03/2025 08:24;Clara Puspita;Samarinda;Jaket Bomber;373.000;2;0;746.000;0;746.000;27.000;1.948.000;COD;Returned;OutfitNow;2;S;Nylon;Pria
28/03/2025 08:24;Clara Puspita;Samarinda;Kaos Polo;131.000;1;0;131.000;0;131.000;27.000;1.948.000;COD;Returned;OutfitNow;2;L;Polyester;Pria
28/03/2025 08:24;Clara Puspita;Samarinda;Sweater;291.000;2;0;582.000;0;582.000;27.000;1.948.000;COD;Returned;OutfitNow;2;XL;Acrylic;Pria
28/03/2025 08:24;Clara Puspita;Samarinda;Celana Pendek;154.000;3;0;462.000;0;462.000;27.000;1.948.000;COD;Returned;OutfitNow;2;XL;Polyester;Pria
08/01/2025 13:21;Galih Iskandar;Serang;Celana Pendek;201.000;4;0;804.000;0;804.000;27.000;2.227.000;Kartu Kredit;Shipped;FashionKita;3;L;Jersey;Pria
08/01/2025 13:21;Galih Iskandar;Serang;Kaos Polo;190.000;3;0;570.000;0;570.000;27.000;2.227.000;Kartu Kredit;Shipped;FashionKita;3;XXL;Katun Pique;Pria
08/01/2025 13:21;Galih Iskandar;Serang;Sweater;316.000;2;0;632.000;0;632.000;27.000;2.227.000;Kartu Kredit;Shipped;FashionKita;3;L;Wool;Pria
08/01/2025 13:21;Galih Iskandar;Serang;Legging;194.000;1;0;194.000;0;194.000;27.000;2.227.000;Kartu Kredit;Shipped;FashionKita;3;L;Nylon;Wanita
04/10/2025 13:54;Ani Fauziah;Tanjungpinang;Dress Casual;283.000;2;0;566.000;0;566.000;20.000;990.000;e-Wallet;Completed;FashionKita;2;L;Viscose;Wanita
04/10/2025 13:54;Ani Fauziah;Tanjungpinang;Cardigan;184.000;1;0;184.000;0;184.000;20.000;990.000;e-Wallet;Completed;FashionKita;2;M;Knitted;Wanita
04/10/2025 13:54;Ani Fauziah;Tanjungpinang;Hoodie;220.000;1;0;220.000;0;220.000;20.000;990.000;e-Wallet;Completed;FashionKita;2;L;Polyester;Pria
13/09/2025 09:12;Dina Setiawan;Denpasar;Legging;133.000;2;0;266.000;0;266.000;24.000;1.072.000;Kartu Kredit;Completed;Toko Fashion App;4;L;Nylon;Wanita
13/09/2025 09:12;Dina Setiawan;Denpasar;Hoodie;225.000;2;0;450.000;0;450.000;24.000;1.072.000;Kartu Kredit;Completed;Toko Fashion App;4;S;Polyester;Pria
13/09/2025 09:12;Dina Setiawan;Denpasar;Kemeja Formal;332.000;1;0;332.000;0;332.000;24.000;1.072.000;Kartu Kredit;Completed;Toko Fashion App;4;XL;Katun Oxford;Pria
09/03/2025 18:28;Made Santoso;Manokwari;Cardigan;342.000;2;0;684.000;0;684.000;24.000;1.346.000;Transfer Bank;Completed;StyleMart;1;M;Wool;Wanita
09/03/2025 18:28;Made Santoso;Manokwari;Kemeja Formal;320.000;1;0;320.000;0;320.000;24.000;1.346.000;Transfer Bank;Completed;StyleMart;1;XXL;Linen;Pria
09/03/2025 18:28;Made Santoso;Manokwari;Celana Chino;318.000;1;0;318.000;0;318.000;24.000;1.346.000;Transfer Bank;Completed;StyleMart;1;M;Twill;Pria
08/08/2025 12:10;Yani Santoso;Wamena;Jaket Denim;327.000;2;10;654.000;65.400;588.600;27.000;1.606.500;Kartu Kredit;Completed;StyleMart;1;XL;Cotton;Pria
08/08/2025 12:10;Yani Santoso;Wamena;Kaos Pendek;98.000;4;10;392.000;39.200;352.800;27.000;1.606.500;Kartu Kredit;Completed;StyleMart;1;M;Jersey;Pria
08/08/2025 12:10;Yani Santoso;Wamena;Kemeja Casual;289.000;1;10;289.000;28.900;260.100;27.000;1.606.500;Kartu Kredit;Completed;StyleMart;1;M;Katun;Pria
08/08/2025 12:10;Yani Santoso;Wamena;Kaos Polo;210.000;2;10;420.000;42.000;378.000;27.000;1.606.500;Kartu Kredit;Completed;StyleMart;1;S;Polyester;Pria
12/11/2025 11:55;Vina Setiawan;Jakarta;Celana Pendek;167.000;2;0;334.000;0;334.000;27.000;1.432.000;Kartu Kredit;Completed;Toko Fashion App;2;XL;Katun;Pria
12/11/2025 11:55;Vina Setiawan;Jakarta;Kemeja Casual;175.000;1;0;175.000;0;175.000;27.000;1.432.000;Kartu Kredit;Completed;Toko Fashion App;2;XL;Chambray;Pria
12/11/2025 11:55;Vina Setiawan;Jakarta;Kaos Pendek;145.000;4;0;580.000;0;580.000;27.000;1.432.000;Kartu Kredit;Completed;Toko Fashion App;2;L;Jersey;Pria
12/11/2025 11:55;Vina Setiawan;Jakarta;Rok Midi;316.000;1;0;316.000;0;316.000;27.000;1.432.000;Kartu Kredit;Completed;Toko Fashion App;2;XL;Polyester;Wanita
